"","Country","Region","Round","Subject","Year.Test","Mean.Test","StDev.Test","Per5.Test","Per10.Test","Per25.Test","Per75.Test","Per90.Test","Per95.Test","Mean.M.Test","Mean.F.Test","Con.Num.Test","Con.Alg.Test","Con.Meas.Test","Con.Geom.Test","Con.Data.Test","Con.Num.F.Test","Con.Num.M.Test","Con.Alg.F.Test","Con.Alg.M.Test","Con.Meas.F.Test","Con.Meas.M.Test","Con.Geom.F.Test","Con.Geom.M.Test","Con.Data.F.Test","Con.Data.M.Test","Con.SS.Test","Con.SS.M.Test","Con.SS.F.Test","Con.CR.Test","Con.CR.M.Test","Con.CR.F.Test","Con.Quant.Test","Con.Quant.M.Test","Con.Quant.F.Test","Con.Un.Test","Con.Un.M.Test","Con.Un.F.Test"
"1","Australia","Western",1,"Math",NA,0.671607660843159,-0.454291796460827,0.873183705720098,NA,0.781075709613936,2.74189576219465,NA,2.75041686337498,0.552644376814486,0.814015205048984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Australia","Western",1,"Science",NA,0.315569520586097,-0.019409651987052,0.465790108508794,NA,0.417516575621017,0.261365491347855,NA,0.310088546597647,0.171116320813413,0.463933432529543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Belgium","Western",1,"Math",NA,0.114283431386345,2.96801892990427,-0.452080930132836,NA,-0.172746644239045,0.364106539883885,NA,0.416314296231136,0.0276703505559038,0.209208722963511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Belgium","Western",1,"Science",NA,0.222733512602524,1.69139276985548,-0.444749532255583,NA,-0.0762611364469082,0.253054589695747,NA,0.204775623831859,0.0452136945071686,0.378675839746493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Hong Kong SAR","Eastern",1,"Math",NA,-0.499529179896426,1.65017371830014,-0.779814635195518,NA,-0.611231374303452,3.1916629176426,NA,3.12522526746139,-0.510339319336454,-0.473356340609603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Hong Kong SAR","Eastern",1,"Science",NA,-0.0595370964232544,0.582783122852788,0.207622241512124,NA,0.00178569380269389,0.329563976695745,NA,0.128099172182063,-0.120708127544906,0.0119348090809195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Hungary","Western",1,"Math",NA,-0.424195485507422,-0.324501886476295,-0.429500836286878,NA,-0.377195192516197,-0.505048625877482,NA,-0.462926813707202,-0.483537247086851,-0.376096906449387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Hungary","Western",1,"Science",NA,-0.545165105712283,-0.657903057842645,-0.300852451758807,NA,-0.392730886444009,-0.312926809038637,NA,-0.361006758950534,-0.743005059198629,-0.3195374282878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Indonesia","Eastern",1,"Math",NA,-0.372192859667667,-3.45570941987373,0.117921601511939,NA,-0.220344349773448,-0.123258970363707,NA,-0.177468941659748,-0.327657612218085,-0.393697255212924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Indonesia","Eastern",1,"Science",NA,-0.0236025572914587,-3.93224120541031,0.937840607707707,NA,0.286896128812309,-1.89718899969081,NA,-2.16474728216553,0.0638316558551524,-0.146516986169988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
